2.464023e-01 9.266903e-01 
2.418276e-01 9.276253e-01 
2.379481e-01 9.280360e-01 
2.347420e-01 9.279325e-01 
2.321882e-01 9.273247e-01 
2.302664e-01 9.262216e-01 
2.289568e-01 9.246321e-01 
2.282402e-01 9.225643e-01 
2.280978e-01 9.200261e-01 
2.285114e-01 9.170254e-01 
2.294632e-01 9.135692e-01 
2.309358e-01 9.096650e-01 
2.329122e-01 9.053196e-01 
2.353756e-01 9.005400e-01 
2.383096e-01 8.953330e-01 
2.416980e-01 8.897054e-01 
2.455246e-01 8.836642e-01 
2.497737e-01 8.772163e-01 
2.544296e-01 8.703688e-01 
2.594766e-01 8.631289e-01 
2.648992e-01 8.555040e-01 
2.706818e-01 8.475020e-01 
2.768091e-01 8.391306e-01 
2.832657e-01 8.303982e-01 
2.900360e-01 8.213134e-01 
2.971046e-01 8.118850e-01 
3.044559e-01 8.021223e-01 
3.120746e-01 7.920350e-01 
3.199449e-01 7.816333e-01 
3.280512e-01 7.709276e-01 
3.363779e-01 7.599288e-01 
3.449092e-01 7.486484e-01 
3.536293e-01 7.370982e-01 
3.625224e-01 7.252903e-01 
3.715726e-01 7.132376e-01 
3.807640e-01 7.009530e-01 
3.900807e-01 6.884502e-01 
3.995067e-01 6.757432e-01 
4.090261e-01 6.628462e-01 
4.186231e-01 6.497741e-01 
4.282817e-01 6.365419e-01 
4.379862e-01 6.231651e-01 
4.477208e-01 6.096595e-01 
4.574700e-01 5.960410e-01 
4.672181e-01 5.823260e-01 
4.769497e-01 5.685311e-01 
4.866497e-01 5.546730e-01 
4.963030e-01 5.407686e-01 
5.058946e-01 5.268350e-01 
5.154100e-01 5.128892e-01 
5.248346e-01 4.989485e-01 
5.341543e-01 4.850301e-01 
5.433551e-01 4.711512e-01 
5.524234e-01 4.573289e-01 
5.613459e-01 4.435803e-01 
5.701095e-01 4.299223e-01 
5.787016e-01 4.163717e-01 
5.871098e-01 4.029449e-01 
5.953220e-01 3.896584e-01 
6.033267e-01 3.765281e-01 
6.111127e-01 3.635698e-01 
6.186689e-01 3.507989e-01 
6.259851e-01 3.382304e-01 
6.330510e-01 3.258790e-01 
6.398570e-01 3.137589e-01 
6.463939e-01 3.018838e-01 
6.526526e-01 2.902672e-01 
6.586248e-01 2.789219e-01 
6.643023e-01 2.678601e-01 
6.696775e-01 2.570939e-01 
6.747429e-01 2.466345e-01 
6.794918e-01 2.364928e-01 
6.839174e-01 2.266791e-01 
6.880135e-01 2.172031e-01 
6.917742e-01 2.080743e-01 
6.951941e-01 1.993014e-01 
6.982677e-01 1.908926e-01 
7.009903e-01 1.828557e-01 
7.033570e-01 1.751982e-01 
7.053634e-01 1.679269e-01 
7.070054e-01 1.610484e-01 
7.082790e-01 1.545686e-01 
7.091803e-01 1.484934e-01 
7.097059e-01 1.428281e-01 
7.098522e-01 1.375779e-01 
7.096159e-01 1.327477e-01 
7.089937e-01 1.283420e-01 
7.079826e-01 1.243654e-01 
7.065794e-01 1.208222e-01 
7.047811e-01 1.177168e-01 
7.025846e-01 1.150533e-01 
6.999870e-01 1.128361e-01 
6.969850e-01 1.110696e-01 
6.935757e-01 1.097582e-01 
6.897557e-01 1.089066e-01 
6.855219e-01 1.085200e-01 
6.808710e-01 1.086034e-01 
6.757993e-01 1.091626e-01 
6.703034e-01 1.102036e-01 
6.643795e-01 1.117329e-01 
6.580239e-01 1.137578e-01 
