0.000000e+00 5.235988e-01 0.000000e+00 0.000000e+00 3.141600e+00 -3.141593e+00 
1.560328e-04 5.234427e-01 3.110184e-02 -3.110177e-02 3.078768e+00 -3.078761e+00 
6.199424e-04 5.229788e-01 6.157536e-02 -6.157522e-02 3.015936e+00 -3.015929e+00 
1.385446e-03 5.222133e-01 9.142056e-02 -9.142035e-02 2.953104e+00 -2.953097e+00 
2.446259e-03 5.211525e-01 1.206374e-01 -1.206372e-01 2.890272e+00 -2.890265e+00 
3.796100e-03 5.198027e-01 1.492260e-01 -1.492257e-01 2.827440e+00 -2.827433e+00 
5.428685e-03 5.181701e-01 1.771862e-01 -1.771858e-01 2.764608e+00 -2.764602e+00 
7.337730e-03 5.162611e-01 2.045182e-01 -2.045177e-01 2.701776e+00 -2.701770e+00 
9.516954e-03 5.140818e-01 2.312218e-01 -2.312212e-01 2.638944e+00 -2.638938e+00 
1.196007e-02 5.116387e-01 2.572970e-01 -2.572964e-01 2.576112e+00 -2.576106e+00 
1.466080e-02 5.089380e-01 2.827440e-01 -2.827433e-01 2.513280e+00 -2.513274e+00 
1.761286e-02 5.059860e-01 3.075626e-01 -3.075619e-01 2.450448e+00 -2.450442e+00 
2.080996e-02 5.027889e-01 3.317530e-01 -3.317522e-01 2.387616e+00 -2.387610e+00 
2.424582e-02 4.993530e-01 3.553150e-01 -3.553141e-01 2.324784e+00 -2.324779e+00 
2.791416e-02 4.956847e-01 3.782486e-01 -3.782478e-01 2.261952e+00 -2.261947e+00 
3.180870e-02 4.917901e-01 4.005540e-01 -4.005531e-01 2.199120e+00 -2.199115e+00 
3.592315e-02 4.876757e-01 4.222310e-01 -4.222301e-01 2.136288e+00 -2.136283e+00 
4.025123e-02 4.833476e-01 4.432798e-01 -4.432787e-01 2.073456e+00 -2.073451e+00 
4.478665e-02 4.788122e-01 4.637002e-01 -4.636991e-01 2.010624e+00 -2.010619e+00 
4.952314e-02 4.740758e-01 4.834922e-01 -4.834911e-01 1.947792e+00 -1.947787e+00 
5.445440e-02 4.691445e-01 5.026560e-01 -5.026548e-01 1.884960e+00 -1.884956e+00 
5.957416e-02 4.640248e-01 5.211914e-01 -5.211902e-01 1.822128e+00 -1.822124e+00 
6.487613e-02 4.587228e-01 5.390986e-01 -5.390973e-01 1.759296e+00 -1.759292e+00 
7.035404e-02 4.532449e-01 5.563774e-01 -5.563761e-01 1.696464e+00 -1.696460e+00 
7.600159e-02 4.475974e-01 5.730278e-01 -5.730265e-01 1.633632e+00 -1.633628e+00 
8.181250e-02 4.417865e-01 5.890500e-01 -5.890486e-01 1.570800e+00 -1.570796e+00 
8.778049e-02 4.358185e-01 6.044438e-01 -6.044424e-01 1.507968e+00 -1.507964e+00 
9.389928e-02 4.296997e-01 6.192094e-01 -6.192079e-01 1.445136e+00 -1.445133e+00 
1.001626e-01 4.234364e-01 6.333466e-01 -6.333451e-01 1.382304e+00 -1.382301e+00 
1.065641e-01 4.170349e-01 6.468554e-01 -6.468539e-01 1.319472e+00 -1.319469e+00 
1.130976e-01 4.105014e-01 6.597360e-01 -6.597345e-01 1.256640e+00 -1.256637e+00 
1.197567e-01 4.038423e-01 6.719882e-01 -6.719867e-01 1.193808e+00 -1.193805e+00 
1.265353e-01 3.970638e-01 6.836122e-01 -6.836106e-01 1.130976e+00 -1.130973e+00 
1.334269e-01 3.901722e-01 6.946078e-01 -6.946061e-01 1.068144e+00 -1.068142e+00 
1.404253e-01 3.831738e-01 7.049750e-01 -7.049734e-01 1.005312e+00 -1.005310e+00 
1.475243e-01 3.760748e-01 7.147140e-01 -7.147123e-01 9.424800e-01 -9.424778e-01 
1.547175e-01 3.688816e-01 7.238246e-01 -7.238229e-01 8.796480e-01 -8.796459e-01 
1.619987e-01 3.616005e-01 7.323070e-01 -7.323052e-01 8.168160e-01 -8.168141e-01 
1.693616e-01 3.542376e-01 7.401610e-01 -7.401592e-01 7.539840e-01 -7.539822e-01 
1.767998e-01 3.467994e-01 7.473866e-01 -7.473849e-01 6.911520e-01 -6.911504e-01 
1.843072e-01 3.392920e-01 7.539840e-01 -7.539822e-01 6.283200e-01 -6.283185e-01 
1.918774e-01 3.317218e-01 7.599530e-01 -7.599513e-01 5.654880e-01 -5.654867e-01 
1.995042e-01 3.240951e-01 7.652938e-01 -7.652920e-01 5.026560e-01 -5.026548e-01 
