2.071812e-01 3.164181e-01 7.700062e-01 -7.700044e-01 4.398240e-01 -4.398230e-01 
2.149022e-01 3.086971e-01 7.740902e-01 -7.740884e-01 3.769920e-01 -3.769911e-01 
2.226609e-01 3.009384e-01 7.775460e-01 -7.775442e-01 3.141600e-01 -3.141593e-01 
2.304510e-01 2.931483e-01 7.803734e-01 -7.803716e-01 2.513280e-01 -2.513274e-01 
2.382663e-01 2.853331e-01 7.825726e-01 -7.825707e-01 1.884960e-01 -1.884956e-01 
2.461004e-01 2.774990e-01 7.841434e-01 -7.841415e-01 1.256640e-01 -1.256637e-01 
2.539470e-01 2.696523e-01 7.850858e-01 -7.850840e-01 6.283200e-02 -6.283185e-02 
2.618000e-01 2.617994e-01 7.854000e-01 -7.853982e-01 0.000000e+00 0.000000e+00 
2.696530e-01 2.539465e-01 7.850858e-01 -7.850840e-01 -6.283200e-02 6.283185e-02 
2.774996e-01 2.460998e-01 7.841434e-01 -7.841415e-01 -1.256640e-01 1.256637e-01 
2.853337e-01 2.382657e-01 7.825726e-01 -7.825707e-01 -1.884960e-01 1.884956e-01 
2.931490e-01 2.304505e-01 7.803734e-01 -7.803716e-01 -2.513280e-01 2.513274e-01 
3.009391e-01 2.226604e-01 7.775460e-01 -7.775442e-01 -3.141600e-01 3.141593e-01 
3.086978e-01 2.149017e-01 7.740902e-01 -7.740884e-01 -3.769920e-01 3.769911e-01 
3.164188e-01 2.071807e-01 7.700062e-01 -7.700044e-01 -4.398240e-01 4.398230e-01 
3.240958e-01 1.995037e-01 7.652938e-01 -7.652920e-01 -5.026560e-01 5.026548e-01 
3.317226e-01 1.918770e-01 7.599530e-01 -7.599513e-01 -5.654880e-01 5.654867e-01 
3.392928e-01 1.843068e-01 7.539840e-01 -7.539822e-01 -6.283200e-01 6.283185e-01 
3.468002e-01 1.767994e-01 7.473866e-01 -7.473849e-01 -6.911520e-01 6.911504e-01 
3.542384e-01 1.693612e-01 7.401610e-01 -7.401592e-01 -7.539840e-01 7.539822e-01 
3.616013e-01 1.619983e-01 7.323070e-01 -7.323052e-01 -8.168160e-01 8.168141e-01 
3.688825e-01 1.547172e-01 7.238246e-01 -7.238229e-01 -8.796480e-01 8.796459e-01 
3.760757e-01 1.475240e-01 7.147140e-01 -7.147123e-01 -9.424800e-01 9.424778e-01 
3.831747e-01 1.404250e-01 7.049750e-01 -7.049734e-01 -1.005312e+00 1.005310e+00 
3.901731e-01 1.334266e-01 6.946078e-01 -6.946061e-01 -1.068144e+00 1.068142e+00 
3.970647e-01 1.265350e-01 6.836122e-01 -6.836106e-01 -1.130976e+00 1.130973e+00 
4.038433e-01 1.197565e-01 6.719882e-01 -6.719867e-01 -1.193808e+00 1.193805e+00 
4.105024e-01 1.130973e-01 6.597360e-01 -6.597345e-01 -1.256640e+00 1.256637e+00 
4.170359e-01 1.065639e-01 6.468554e-01 -6.468539e-01 -1.319472e+00 1.319469e+00 
4.234374e-01 1.001624e-01 6.333466e-01 -6.333451e-01 -1.382304e+00 1.382301e+00 
4.297007e-01 9.389906e-02 6.192094e-01 -6.192079e-01 -1.445136e+00 1.445133e+00 
4.358195e-01 8.778029e-02 6.044438e-01 -6.044424e-01 -1.507968e+00 1.507964e+00 
4.417875e-01 8.181231e-02 5.890500e-01 -5.890486e-01 -1.570800e+00 1.570796e+00 
4.475984e-01 7.600141e-02 5.730278e-01 -5.730265e-01 -1.633632e+00 1.633628e+00 
4.532460e-01 7.035387e-02 5.563774e-01 -5.563761e-01 -1.696464e+00 1.696460e+00 
4.587239e-01 6.487598e-02 5.390986e-01 -5.390973e-01 -1.759296e+00 1.759292e+00 
4.640258e-01 5.957402e-02 5.211914e-01 -5.211902e-01 -1.822128e+00 1.822124e+00 
4.691456e-01 5.445427e-02 5.026560e-01 -5.026548e-01 -1.884960e+00 1.884956e+00 
4.740769e-01 4.952302e-02 4.834922e-01 -4.834911e-01 -1.947792e+00 1.947787e+00 
4.788134e-01 4.478654e-02 4.637002e-01 -4.636991e-01 -2.010624e+00 2.010619e+00 
4.833488e-01 4.025113e-02 4.432798e-01 -4.432787e-01 -2.073456e+00 2.073451e+00 
4.876769e-01 3.592306e-02 4.222310e-01 -4.222301e-01 -2.136288e+00 2.136283e+00 
4.917913e-01 3.180863e-02 4.005540e-01 -4.005531e-01 -2.199120e+00 2.199115e+00 
4.956858e-01 2.791410e-02 3.782486e-01 -3.782478e-01 -2.261952e+00 2.261947e+00 
4.993542e-01 2.424576e-02 3.553150e-01 -3.553141e-01 -2.324784e+00 2.324779e+00 
5.027900e-01 2.080991e-02 3.317530e-01 -3.317522e-01 -2.387616e+00 2.387610e+00 
5.059871e-01 1.761282e-02 3.075626e-01 -3.075619e-01 -2.450448e+00 2.450442e+00 
5.089392e-01 1.466077e-02 2.827440e-01 -2.827433e-01 -2.513280e+00 2.513274e+00 
5.116399e-01 1.196004e-02 2.572970e-01 -2.572964e-01 -2.576112e+00 2.576106e+00 
5.140830e-01 9.516931e-03 2.312218e-01 -2.312212e-01 -2.638944e+00 2.638938e+00 
5.162623e-01 7.337713e-03 2.045182e-01 -2.045177e-01 -2.701776e+00 2.701770e+00 
5.181713e-01 5.428672e-03 1.771862e-01 -1.771858e-01 -2.764608e+00 2.764602e+00 
5.198039e-01 3.796091e-03 1.492260e-01 -1.492257e-01 -2.827440e+00 2.827433e+00 
5.211537e-01 2.446253e-03 1.206374e-01 -1.206372e-01 -2.890272e+00 2.890265e+00 
5.222146e-01 1.385442e-03 9.142056e-02 -9.142035e-02 -2.953104e+00 2.953097e+00 
5.229801e-01 6.199410e-04 6.157536e-02 -6.157522e-02 -3.015936e+00 3.015929e+00 
5.234440e-01 1.560324e-04 3.110184e-02 -3.110177e-02 -3.078768e+00 3.078761e+00 
5.236000e-01 -2.220446e-16 0.000000e+00 0.000000e+00 -3.141600e+00 3.141593e+00 
